annual_income,loan_amount,credit_score,employment_years,dti_ratio,age,num_credit_lines,savings_balance,loan_purpose,home_ownership,education,loan_to_income,savings_to_loan,approved
75200,59500,819,3,16.6,22,6,8780,debt_consolidation,own,bachelors,0.791,0.148,1
122300,228700,757,10,47.6,31,6,5500,debt_consolidation,rent,some_college,1.87,0.024,0
102900,50100,664,11,12.2,53,2,4140,home_improvement,rent,graduate,0.487,0.083,1
26100,135600,599,17,65.0,29,5,17000,debt_consolidation,rent,some_college,5.195,0.125,0
75100,24700,629,7,8.2,47,6,1470,other,other,some_college,0.329,0.06,0
102700,29200,626,3,23.3,30,2,1820,major_purchase,other,bachelors,0.284,0.062,1
44100,99200,484,3,43.1,29,4,620,major_purchase,mortgage,bachelors,2.249,0.006,0
56700,127800,772,7,48.7,60,8,20580,debt_consolidation,mortgage,graduate,2.254,0.161,0
21900,30600,812,3,38.0,42,5,11470,home_improvement,mortgage,high_school,1.397,0.375,0
61100,60900,826,17,23.1,48,7,31620,medical,own,high_school,0.997,0.519,1
33600,22800,773,4,22.5,43,5,45050,home_improvement,mortgage,graduate,0.679,1.976,0
59300,52700,787,15,22.9,39,5,2710,medical,rent,some_college,0.889,0.051,1
26800,107600,689,2,65.0,51,1,1820,major_purchase,mortgage,high_school,4.015,0.017,0
69200,44200,508,5,23.8,58,4,400,other,mortgage,bachelors,0.639,0.009,0
85900,50300,687,5,16.8,19,4,1060,debt_consolidation,rent,graduate,0.586,0.021,1
38100,27200,737,1,26.8,37,9,3120,education,rent,graduate,0.714,0.115,0
32500,38000,673,5,30.5,37,5,270,debt_consolidation,rent,graduate,1.169,0.007,0
20500,205000,669,8,65.0,33,5,1090,home_improvement,rent,high_school,10.0,0.005,0
48100,63000,603,0,28.2,48,7,4380,major_purchase,mortgage,bachelors,1.31,0.07,0
41700,29700,599,10,18.3,40,4,17170,home_improvement,rent,high_school,0.712,0.578,0
27000,48000,841,8,39.1,59,3,1800,debt_consolidation,own,some_college,1.778,0.038,1
66400,19600,844,6,8.5,50,4,5880,home_improvement,other,high_school,0.295,0.3,1
44200,29400,684,11,23.7,53,5,66790,debt_consolidation,mortgage,some_college,0.665,2.272,0
33400,155200,708,12,65.0,24,3,390,home_improvement,mortgage,high_school,4.647,0.003,0
42200,54200,601,34,26.5,29,2,22480,debt_consolidation,rent,graduate,1.284,0.415,1
87700,224900,739,1,50.9,30,5,8380,home_improvement,rent,graduate,2.564,0.037,1
71100,56000,834,18,18.7,52,2,28940,debt_consolidation,mortgage,high_school,0.788,0.517,1
51100,58400,555,13,32.3,27,6,19030,debt_consolidation,own,high_school,1.143,0.326,0
71600,93800,724,8,33.4,27,5,1940,major_purchase,mortgage,high_school,1.31,0.021,1
32100,9200,730,2,12.6,25,4,4930,debt_consolidation,mortgage,some_college,0.287,0.536,0
55000,69100,729,4,29.2,68,4,640,major_purchase,rent,graduate,1.256,0.009,1
57900,57900,824,4,25.0,36,5,2360,education,own,bachelors,1.0,0.041,1
43900,169400,665,6,65.0,43,5,5120,education,rent,some_college,3.859,0.03,0
65900,117600,742,11,39.2,25,4,7520,home_improvement,mortgage,graduate,1.785,0.064,0
38100,27100,692,16,24.2,48,6,14840,home_improvement,rent,some_college,0.711,0.548,1
68100,142800,631,22,44.4,18,2,45080,home_improvement,rent,bachelors,2.097,0.316,1
69400,49800,708,4,27.6,27,4,2670,debt_consolidation,rent,some_college,0.718,0.054,1
14600,31800,742,7,42.3,29,5,24410,debt_consolidation,own,bachelors,2.178,0.768,0
92600,68700,703,3,24.6,40,6,7150,debt_consolidation,rent,some_college,0.742,0.104,1
13700,52000,610,14,65.0,29,7,790,other,rent,high_school,3.796,0.015,0
41100,175800,645,9,65.0,54,2,3980,debt_consolidation,mortgage,bachelors,4.277,0.023,0
85900,76000,646,5,26.7,43,5,5780,debt_consolidation,other,some_college,0.885,0.076,0
47000,69100,613,1,27.6,30,1,1520,debt_consolidation,rent,some_college,1.47,0.022,0
28000,112500,711,7,65.0,48,3,1150,debt_consolidation,other,bachelors,4.018,0.01,0
33100,128700,720,8,65.0,33,4,1090,debt_consolidation,rent,some_college,3.888,0.008,0
86000,103600,768,1,32.3,31,7,2300,home_improvement,rent,high_school,1.205,0.022,1
22800,161700,612,2,65.0,47,1,1460,home_improvement,mortgage,bachelors,7.092,0.009,0
90000,91700,635,7,27.0,46,4,27520,education,mortgage,high_school,1.019,0.3,1
52800,67300,817,21,29.7,30,4,160,major_purchase,mortgage,high_school,1.275,0.002,1
31700,142500,671,15,65.0,30,3,5740,medical,rent,some_college,4.495,0.04,0
41700,56200,687,5,28.8,59,4,10300,home_improvement,mortgage,high_school,1.348,0.183,0
34300,61300,670,5,40.4,32,3,1280,debt_consolidation,mortgage,some_college,1.787,0.021,1
80000,199800,781,3,50.5,48,2,3550,education,own,bachelors,2.498,0.018,1
75300,186300,784,3,49.7,41,5,3040,home_improvement,rent,bachelors,2.474,0.016,1
25000,59500,779,5,49.0,42,3,4410,medical,rent,some_college,2.38,0.074,1
45200,43600,687,25,22.4,35,4,12430,debt_consolidation,own,high_school,0.965,0.285,0
36700,166700,610,5,65.0,34,2,10970,home_improvement,own,graduate,4.542,0.066,0
97000,104900,848,6,21.6,54,5,2120,debt_consolidation,other,bachelors,1.081,0.02,1
29500,74700,757,2,55.3,48,1,600,debt_consolidation,mortgage,high_school,2.532,0.008,0
111500,47800,646,10,13.2,32,6,6190,major_purchase,rent,bachelors,0.429,0.129,1
53400,75500,806,6,33.6,26,7,1960,education,rent,graduate,1.414,0.026,1
32100,59000,639,4,40.4,31,2,2350,education,rent,graduate,1.838,0.04,1
39900,37600,804,2,23.0,48,3,6720,medical,own,some_college,0.942,0.179,1
37800,65500,810,3,44.0,50,5,2670,education,rent,bachelors,1.733,0.041,1
30500,72100,606,4,49.1,44,5,7550,education,other,bachelors,2.364,0.105,1
56500,46000,734,4,25.5,20,6,165710,major_purchase,own,bachelors,0.814,3.602,1
31200,112700,751,2,65.0,46,4,12840,medical,rent,graduate,3.612,0.114,0
20300,147600,621,6,65.0,52,6,32300,debt_consolidation,rent,some_college,7.271,0.219,0
45700,118100,806,8,49.5,39,8,10050,other,own,high_school,2.584,0.085,0
24100,49300,686,11,41.3,59,5,5480,home_improvement,mortgage,bachelors,2.046,0.111,1
38600,101600,579,20,60.5,23,3,10260,debt_consolidation,mortgage,graduate,2.632,0.101,0
36000,63200,674,1,41.6,45,4,9590,home_improvement,own,bachelors,1.756,0.152,1
36600,25200,685,8,20.9,26,4,16450,education,own,high_school,0.689,0.653,1
133300,95900,594,5,18.7,49,5,5340,major_purchase,mortgage,graduate,0.719,0.056,1
55600,66300,711,0,36.4,44,4,790,debt_consolidation,mortgage,high_school,1.192,0.012,1
60500,367900,766,4,65.0,57,6,630,home_improvement,rent,graduate,6.081,0.002,0
24400,166100,705,10,65.0,43,3,9370,medical,rent,bachelors,6.807,0.056,0
40400,98500,638,9,53.9,33,5,1020,major_purchase,rent,high_school,2.438,0.01,0
59700,71300,672,7,24.3,32,3,12850,debt_consolidation,rent,high_school,1.194,0.18,1
34200,67100,684,3,40.3,35,4,32020,medical,own,high_school,1.962,0.477,0
81500,29700,703,16,12.7,32,5,3610,major_purchase,mortgage,high_school,0.364,0.122,1
31500,17700,779,2,21.6,52,2,26790,debt_consolidation,rent,high_school,0.562,1.514,1
47600,32500,708,5,18.5,52,2,7060,debt_consolidation,other,graduate,0.683,0.217,1
41600,57900,565,5,27.3,21,5,5100,home_improvement,mortgage,high_school,1.392,0.088,0
58300,13700,637,6,6.1,38,4,5440,major_purchase,rent,graduate,0.235,0.397,1
40600,40900,699,28,23.1,38,4,1540,other,other,high_school,1.007,0.038,1
48000,50300,780,19,20.9,29,5,1280,other,rent,some_college,1.048,0.025,1
48700,51500,795,9,30.1,42,5,490,major_purchase,rent,bachelors,1.057,0.01,1
38900,37700,835,6,28.7,54,7,1760,home_improvement,other,some_college,0.969,0.047,1
67400,47100,696,6,20.6,47,4,98240,debt_consolidation,rent,some_college,0.699,2.086,0
60300,200100,749,11,65.0,52,3,610,major_purchase,own,bachelors,3.318,0.003,1
52100,95200,561,14,43.9,30,4,950,home_improvement,other,high_school,1.827,0.01,0
44600,40400,721,2,27.1,38,3,1590,major_purchase,rent,some_college,0.906,0.039,1
77500,57100,593,20,17.3,29,2,1700,other,mortgage,bachelors,0.737,0.03,1
48700,58700,679,9,26.3,40,2,7170,debt_consolidation,other,some_college,1.205,0.122,1
47200,35000,710,4,24.2,41,7,2090,debt_consolidation,own,high_school,0.742,0.06,1
56800,34900,611,6,20.1,48,5,3720,home_improvement,rent,high_school,0.614,0.107,1
116200,121500,719,9,29.3,52,3,1500,debt_consolidation,rent,bachelors,1.046,0.012,1
29600,44600,641,9,31.5,45,6,2530,debt_consolidation,mortgage,graduate,1.507,0.057,0
76600,27800,603,2,11.5,28,4,4520,major_purchase,rent,high_school,0.363,0.163,1
23100,58100,775,6,55.1,23,3,4070,debt_consolidation,own,some_college,2.515,0.07,0
59700,65000,714,7,24.9,43,4,78670,debt_consolidation,rent,high_school,1.089,1.21,1
110100,15000,651,14,4.4,54,2,4720,other,rent,graduate,0.136,0.315,1
67500,58200,658,15,20.9,37,5,3660,home_improvement,mortgage,graduate,0.862,0.063,1
58500,109900,816,2,41.0,21,7,150,debt_consolidation,other,some_college,1.879,0.001,0
42100,82100,711,7,49.9,60,4,6880,education,own,high_school,1.95,0.084,1
54900,285200,422,4,65.0,43,9,310,debt_consolidation,mortgage,bachelors,5.195,0.001,0
48400,143700,700,9,61.2,39,5,10640,debt_consolidation,rent,bachelors,2.969,0.074,0
38000,165100,714,27,65.0,25,8,6000,other,own,bachelors,4.345,0.036,0
47600,425100,777,13,65.0,38,7,15020,medical,own,some_college,8.931,0.035,0
59200,101800,724,10,41.6,45,4,2020,debt_consolidation,rent,high_school,1.72,0.02,0
38400,67100,748,12,36.6,43,3,5100,major_purchase,mortgage,high_school,1.747,0.076,1
37700,118400,648,18,65.0,30,5,12660,home_improvement,mortgage,bachelors,3.141,0.107,0
29400,40500,580,12,42.1,37,6,1340,education,rent,some_college,1.378,0.033,1
64600,64600,708,2,29.2,31,1,11550,home_improvement,mortgage,high_school,1.0,0.179,1
69200,38000,806,21,18.5,56,7,10830,major_purchase,mortgage,graduate,0.549,0.285,1
60100,79100,629,7,27.9,47,4,4070,debt_consolidation,mortgage,graduate,1.316,0.051,0
83600,37900,623,9,15.5,32,6,44800,debt_consolidation,mortgage,bachelors,0.453,1.182,1
56400,37000,788,15,17.5,25,3,10110,debt_consolidation,rent,bachelors,0.656,0.273,1
64600,80000,646,26,24.5,41,7,470,major_purchase,own,bachelors,1.238,0.006,1
62100,54400,650,5,15.3,32,8,19620,home_improvement,other,some_college,0.876,0.361,1
52000,15500,653,15,10.0,33,2,1960,debt_consolidation,own,high_school,0.298,0.126,1
42700,21600,679,4,17.0,25,9,15010,debt_consolidation,mortgage,bachelors,0.506,0.695,1
146700,26800,551,8,15.8,26,3,7430,home_improvement,rent,some_college,0.183,0.277,1
44200,32300,639,1,18.2,39,3,120,debt_consolidation,own,some_college,0.731,0.004,1
40100,80000,704,4,44.7,35,8,11460,education,mortgage,bachelors,1.995,0.143,0
65900,69800,703,8,20.3,65,2,3600,education,mortgage,some_college,1.059,0.052,1
60700,126200,783,10,42.2,44,3,2580,major_purchase,other,bachelors,2.079,0.02,1
28800,101400,841,10,61.6,25,6,2720,other,mortgage,high_school,3.521,0.027,0
89800,126800,813,14,42.4,21,2,14830,major_purchase,own,bachelors,1.412,0.117,0
51900,91700,762,5,40.6,42,4,1350,home_improvement,rent,graduate,1.767,0.015,1
32900,69300,672,6,46.6,33,7,23360,major_purchase,mortgage,bachelors,2.106,0.337,1
92500,129300,632,6,35.3,52,6,590,debt_consolidation,rent,some_college,1.398,0.005,0
71800,114000,686,5,46.7,41,3,7440,debt_consolidation,rent,some_college,1.588,0.065,0
30700,77900,734,3,51.9,26,1,14490,home_improvement,rent,graduate,2.537,0.186,1
120500,145800,754,7,25.9,30,2,14000,debt_consolidation,own,some_college,1.21,0.096,1
72900,11600,737,12,18.9,42,2,6360,medical,rent,bachelors,0.159,0.548,1
53900,48900,674,9,19.4,26,4,3680,debt_consolidation,own,some_college,0.907,0.075,1
110800,48300,751,5,21.0,39,4,2280,home_improvement,own,bachelors,0.436,0.047,1
58200,134200,792,7,49.2,23,4,890,home_improvement,mortgage,some_college,2.306,0.007,1
53500,179900,759,4,65.0,38,5,1880,debt_consolidation,mortgage,some_college,3.363,0.01,0
40200,21700,682,10,12.0,42,7,1280,debt_consolidation,mortgage,high_school,0.54,0.059,1
70400,160800,614,12,59.5,54,7,1020,home_improvement,rent,graduate,2.284,0.006,0
67100,26400,612,13,13.6,40,9,61400,debt_consolidation,mortgage,some_college,0.393,2.326,1
54500,26900,627,6,14.1,29,2,440,debt_consolidation,mortgage,bachelors,0.494,0.016,1
38000,50800,706,4,34.3,54,2,23760,debt_consolidation,own,high_school,1.337,0.468,1
57400,47900,729,14,20.4,35,5,870,home_improvement,mortgage,bachelors,0.834,0.018,1
52500,20100,564,5,16.6,46,9,1170,education,rent,some_college,0.383,0.058,0
29700,94400,642,7,60.2,31,8,1150,education,mortgage,some_college,3.178,0.012,0
27900,96300,705,9,65.0,38,5,1040,debt_consolidation,rent,some_college,3.452,0.011,0
69900,125200,608,7,37.8,29,3,17890,major_purchase,rent,some_college,1.791,0.143,0
16800,44200,721,11,52.2,41,3,11200,other,mortgage,bachelors,2.631,0.253,0
59400,58200,658,2,21.9,46,1,3550,home_improvement,rent,some_college,0.98,0.061,1
43700,58600,623,9,35.7,32,5,217580,other,rent,graduate,1.341,3.713,0
97600,195200,689,3,42.6,31,8,4800,medical,rent,high_school,2.0,0.025,1
43400,8200,718,5,10.7,41,6,5340,debt_consolidation,own,some_college,0.189,0.651,1
72900,30600,612,8,17.3,28,7,1880,home_improvement,own,bachelors,0.42,0.061,1
45300,60100,664,1,36.4,21,4,1590,other,rent,graduate,1.327,0.026,0
57000,28000,724,6,13.1,41,3,2330,debt_consolidation,mortgage,some_college,0.491,0.083,1
75500,50000,620,5,20.8,36,8,16190,debt_consolidation,own,bachelors,0.662,0.324,0
44000,54800,544,6,26.8,36,3,10930,debt_consolidation,mortgage,bachelors,1.245,0.199,1
84800,37800,554,5,15.2,43,6,29940,debt_consolidation,mortgage,bachelors,0.446,0.792,0
34600,62600,649,7,44.8,45,4,1800,debt_consolidation,own,graduate,1.809,0.029,0
61900,92900,572,4,25.6,36,2,11220,home_improvement,own,some_college,1.501,0.121,1
82100,50700,655,7,15.4,25,7,7540,medical,rent,bachelors,0.618,0.149,1
72900,43600,826,8,17.8,30,3,9030,debt_consolidation,mortgage,graduate,0.598,0.207,1
128300,53300,567,14,17.0,44,6,1470,education,mortgage,some_college,0.415,0.028,1
38400,59600,660,16,40.8,39,4,1150,other,rent,bachelors,1.552,0.019,1
29100,17700,719,2,12.2,31,6,10450,home_improvement,rent,some_college,0.608,0.59,1
34600,82700,653,15,56.7,29,6,16680,other,mortgage,high_school,2.39,0.202,0
72900,43700,671,3,20.9,44,3,2070,home_improvement,mortgage,high_school,0.599,0.047,1
67800,144800,721,7,45.5,35,5,11530,debt_consolidation,rent,high_school,2.136,0.08,0
56700,90600,829,1,30.9,46,2,26350,debt_consolidation,rent,some_college,1.598,0.291,0
32700,135800,639,1,65.0,47,7,2960,home_improvement,rent,bachelors,4.153,0.022,0
76500,29500,620,26,19.0,34,7,660,other,own,some_college,0.386,0.022,1
31200,46200,567,7,34.8,48,2,780,debt_consolidation,rent,high_school,1.481,0.017,1
91300,25100,693,6,12.2,39,3,1910,home_improvement,mortgage,some_college,0.275,0.076,1
196000,36500,565,8,7.5,40,9,2630,education,other,bachelors,0.186,0.072,1
63900,143800,645,6,51.4,27,1,4670,other,own,some_college,2.25,0.032,1
70400,169600,607,12,50.8,27,2,4810,other,mortgage,bachelors,2.409,0.028,0
43400,26800,776,8,18.2,34,7,3360,debt_consolidation,rent,high_school,0.618,0.125,1
24000,43400,641,11,40.2,39,3,12720,debt_consolidation,rent,bachelors,1.808,0.293,0
41300,56800,718,3,30.2,39,7,1690,debt_consolidation,rent,bachelors,1.375,0.03,1
33100,90200,548,2,53.8,41,3,28870,debt_consolidation,mortgage,bachelors,2.725,0.32,0
28200,17500,696,13,13.1,30,1,18330,education,rent,bachelors,0.621,1.047,1
117600,19500,582,9,8.5,45,3,16540,major_purchase,mortgage,graduate,0.166,0.848,1
61300,84400,648,2,25.6,57,3,1950,other,mortgage,high_school,1.377,0.023,1
64300,15300,764,2,14.2,34,3,4180,home_improvement,rent,some_college,0.238,0.273,1
47100,43800,674,7,22.1,30,7,13520,home_improvement,mortgage,some_college,0.93,0.309,1
50100,67100,607,10,30.5,30,4,3710,debt_consolidation,rent,graduate,1.339,0.055,0
83600,80100,784,3,25.1,38,6,1850,home_improvement,mortgage,some_college,0.958,0.023,1
53400,54200,554,18,23.1,32,2,1750,medical,mortgage,bachelors,1.015,0.032,1
68800,46300,664,11,15.4,18,4,1870,major_purchase,mortgage,graduate,0.673,0.04,1
49600,108100,570,14,48.1,21,4,970,medical,mortgage,high_school,2.179,0.009,0
46400,73100,706,7,43.9,49,6,273350,education,own,some_college,1.575,3.739,0
28800,38100,689,7,35.5,52,6,320,debt_consolidation,mortgage,some_college,1.323,0.008,0
22200,61500,658,2,63.0,55,5,1250,debt_consolidation,rent,high_school,2.77,0.02,0
48200,78300,777,3,32.0,40,3,11320,major_purchase,own,some_college,1.624,0.145,1
55600,199300,636,6,65.0,27,6,1890,home_improvement,mortgage,some_college,3.585,0.009,0
30400,103800,712,9,65.0,33,6,3000,debt_consolidation,mortgage,high_school,3.414,0.029,0
53300,140100,754,8,61.0,21,6,8550,debt_consolidation,own,high_school,2.629,0.061,1
55500,39000,558,1,24.3,21,4,20850,other,own,high_school,0.703,0.535,1
20500,41500,621,3,43.8,40,4,3350,education,rent,some_college,2.024,0.081,0
35900,50800,689,8,24.3,43,5,17870,debt_consolidation,mortgage,bachelors,1.415,0.352,0
65100,54100,738,9,18.3,59,6,460,major_purchase,rent,high_school,0.831,0.009,1
64500,29600,805,5,18.8,37,5,2100,debt_consolidation,rent,graduate,0.459,0.071,1
32200,145200,666,11,65.0,23,6,9830,debt_consolidation,other,high_school,4.509,0.068,0
58200,111100,658,10,41.9,36,8,77840,debt_consolidation,mortgage,high_school,1.909,0.701,0
85800,48300,610,25,20.6,34,7,1270,debt_consolidation,mortgage,some_college,0.563,0.026,1
76900,93800,713,7,34.5,32,4,990,other,mortgage,high_school,1.22,0.011,0
51900,70000,659,5,29.2,41,8,7930,debt_consolidation,mortgage,graduate,1.349,0.113,0
43900,99100,661,3,51.0,24,4,5290,home_improvement,rent,bachelors,2.257,0.053,0
40800,23400,677,2,24.8,39,2,1800,education,mortgage,some_college,0.574,0.077,0
66900,54100,731,10,28.3,45,10,890,debt_consolidation,mortgage,graduate,0.809,0.016,1
59100,57500,637,9,23.4,53,1,2390,home_improvement,rent,bachelors,0.973,0.042,0
71900,92600,619,2,32.4,41,5,10200,debt_consolidation,mortgage,bachelors,1.288,0.11,0
57500,38600,721,10,23.1,49,2,3080,debt_consolidation,own,some_college,0.671,0.08,1
78300,10400,427,7,10.5,33,4,25330,debt_consolidation,mortgage,high_school,0.133,2.436,1
56500,28100,633,5,16.0,34,8,4060,education,own,some_college,0.497,0.144,1
77100,57400,587,1,14.5,52,8,11410,home_improvement,rent,some_college,0.744,0.199,1
80200,62600,787,9,18.6,22,4,7260,debt_consolidation,mortgage,graduate,0.781,0.116,1
37700,194600,647,20,65.0,33,3,2790,home_improvement,rent,high_school,5.162,0.014,0
24000,90000,637,3,65.0,50,4,15780,education,mortgage,high_school,3.75,0.175,0
108500,63400,680,8,19.0,35,6,890,major_purchase,mortgage,bachelors,0.584,0.014,1
60800,58500,634,10,28.8,34,3,2260,other,mortgage,some_college,0.962,0.039,1
25000,129700,650,0,65.0,35,8,2750,medical,rent,some_college,5.188,0.021,0
39300,39600,693,3,17.3,39,5,8380,debt_consolidation,own,some_college,1.008,0.212,1
76700,54300,649,1,20.3,49,5,11890,debt_consolidation,mortgage,some_college,0.708,0.219,1
47800,27900,648,20,19.6,48,5,1570,home_improvement,mortgage,high_school,0.584,0.056,1
43000,161700,599,0,65.0,38,5,1290,home_improvement,mortgage,bachelors,3.76,0.008,0
101800,78800,586,5,19.0,50,4,5490,home_improvement,rent,some_college,0.774,0.07,1
33800,36500,690,8,22.6,41,3,570,major_purchase,rent,graduate,1.08,0.016,0
37800,55300,711,3,37.9,47,8,20150,debt_consolidation,mortgage,some_college,1.463,0.364,0
59600,85500,563,0,35.2,26,4,3590,other,own,graduate,1.435,0.042,1
64600,50200,749,5,19.3,57,2,960,home_improvement,mortgage,graduate,0.777,0.019,1
67700,41200,749,3,12.9,40,4,930,major_purchase,rent,some_college,0.609,0.023,1
81600,37900,767,9,17.3,56,6,7620,home_improvement,mortgage,bachelors,0.464,0.201,1
59200,75900,710,11,27.5,38,5,7340,major_purchase,rent,high_school,1.282,0.097,0
67500,46600,739,2,22.0,33,1,1680,other,mortgage,high_school,0.69,0.036,1
48200,43600,659,4,24.9,31,8,4190,debt_consolidation,own,bachelors,0.905,0.096,1
55700,23500,596,4,23.9,42,5,1010,home_improvement,rent,high_school,0.422,0.043,1
56900,63200,554,11,27.7,28,3,3420,major_purchase,mortgage,bachelors,1.111,0.054,1
59700,52700,834,7,31.9,31,2,38780,education,mortgage,high_school,0.883,0.736,1
76700,47800,835,2,19.5,31,5,97030,major_purchase,rent,high_school,0.623,2.03,1
69600,68800,606,14,23.1,34,4,3650,debt_consolidation,rent,some_college,0.989,0.053,1
55300,101100,623,3,36.7,32,6,9000,major_purchase,other,graduate,1.828,0.089,1
37600,97800,657,4,51.3,47,4,8510,major_purchase,rent,bachelors,2.601,0.087,1
55900,88200,789,3,38.1,40,3,440,debt_consolidation,mortgage,bachelors,1.578,0.005,0
53500,50600,575,7,25.5,42,4,980,major_purchase,mortgage,bachelors,0.946,0.019,1
